,artist_name,track_name,track_id,popularity
2376,Witt Lowry,Into Your Arms (feat. Ava Max),0b11D9D0hMOYCIMN3OKreM,68
2377,Hans Johansen,Dedication - Piano Version,5w4x8Qiu8Wcl2Elxtnsm5z,68
2378,Alex Rose,Sigues Preguntando,3Vao1vawDqQM4LdoUTeSe0,67
2379,Tay-K,After You,5jJL5w2NQ6YeA4a35xUlYV,63
2380,Francesca Battistelli,Defender,3VHNtJNVPazkHGpeGgpoOd,63
2381,G Herbo,Honestly (feat. Juice WRLD),47fdlM6ugvckoma8RTA1wC,62
2382,Yung Bans,Waterslide (feat. Lil Skies),795VzZodMdZzC5fXMp2L3T,62
2383,Denzel Curry,SIRENS | Z1RENZ [FEAT. J.I.D | J.1.D],6b4A1mLzePAHGn3XCicLAe,65
2384,Imagine Dragons,Birds,6Tvzf3VEi16JMhAgOwdt2y,71
2385,Novo Amor,State Lines,7CoMBpPTwQi2wPT0U0Nr9b,67
2386,El Fantasma,La Piedra,5Wp3aBj9E5OJkF4cuDw78s,66
2387,Lil Wayne,Problems,0ubdf6zWT1It2saK41SkO0,62
2388,Lady Gaga,I Don't Know What Love Is,1EWKuMkjiVrHRoqAquXVfL,71
2389,Key Glock,Count Up,6EfG5uxc5jTRGNGg5nrEpz,61
2390,The 1975,I Like America & America Likes Me,1RHuBRoACkLRo2vjGqFCwf,67
2391,DaniLeigh,"Can't Relate (feat. YBN Nahmir, YG)",74YaGodeQdJoR5L8l59CYF,64
2392,Taylor Swift,September - Recorded at The Tracking Room Nashville,5eGX87IiKsGuzS3iw4CfCX,69
2393,Polo G,The Come Up,1x4UTuG7Jx2ZzWdBJbhMnW,61
2394,Playboi Carti,Pull Up,424qpX6swdUdhLq95cecNu,63
2395,Said the Sky,All I Got,1iaTDu4PCIWQQOwwwqq5qW,64
2396,Jon Bellion,The Internet,359Q4gGdrQIFhRzs7J8gZu,63
2397,Cornelio Vega y su Dinastia,Fue un Error Amarte,4OM80av4JHAVE1vkDJCMVI,68
2398,Jonas Blue,Perfect Strangers,3nhmni2lW0t0eVBXEQAAyF,77
2399,Jonas Blue,Polaroid,6XqvFyJGdUD5IWee02ARKU,72
2400,Playboi Carti,Old Money,0syXbGoFZbTMXm8hGCEvW0,63
2401,Blueface,"Dead Locs, Pt. 2",2yTx2PMx4zTOaVCGP6MGT6,62
2402,SAINt JHN,Reflex,14FwKi5Lh5HRXeo6VNXlaN,66
2403,Breaking Benjamin,Torn in Two,3IiMnjK7S2PlsPVMuAH7rU,64
2404,Oliver Tree,Enemy,14oQGWPqh5BriU78hT19CE,64
2405,Luis Fonsi,Calypso,4178A5NkEjcsGc64jpBO6d,78
2406,The Interrupters,She's Kerosene,60FJeNTK5edr72G2xtCWuP,65
2407,Bad Wolves,Hear Me Now (feat. DIAMANTE),7vIdRrMklCkr8fwP6kvw3m,64
2408,Mariah Carey,A No No,2Q0JkTzFXrU2BbnQT7tzIR,66
2409,Comethazine,V12,6umpNjuFvLRMievwEzmKih,63
2410,Ella Mai,Good Bad,4KUR9agGDxQZURJ9liWVHD,65
2411,Alan Walker,Alone,3LlmKSHR3Rs0Y3KHQLAYDk,75
2412,Sean Paul,No Lie,48QmG1dfvMuYLxMPt7KSRA,78
2413,Koral Banko,Warps,6w0lISd2NMdJH0V1DgxQZX,67
2414,MAX,Still New York,4txpZk7WSjV1dsZAw5WYcT,66
2415,Hillsong Worship,So Will I (100 Billion X) - Live,4sB4BfFmlQeG7tM6GLvN5j,61
2416,Clairo,Heaven,4XYo3W8U6IY42EbB01rnR4,64
2417,Pink Sweat$,No Replacing You,5vmSMCACbvvNyj71zAMRQ9,65
2418,Lil Mosey,That's My Bitch,64xTxVJPAhlPp2zmARJupJ,64
2419,Lauv,Breathe,373q2bp4ZvyJ9kFZcpJSMs,67
2420,Felix Cartal,Stop Being Yourself,2ewW50QGufVvqP959lB8F9,68
2421,Dilaz,Breathe,7Mr1C9U2R0bSyviqQ9IYuV,67
2422,S. Carey,Rose Petals,0NJ1LV5VblYyJsJt3EbAx7,68
2423,Sabrina Carpenter,Almost Love,1yXFAwSMDZmX2ZyDLLyQ9s,66
2424,Olivia O'Brien,Care Less More,4am1gcD1rrK5WKsEB09Yju,65
2425,Ozuna,Haciéndolo,1QAdhn27qnsVDFc7ZZZ0Ag,68
2426,Lily James,Mamma Mia,717z018DWodjJnW6DE7t4z,70
2427,The Lumineers,Walls,3UpEsDQyd6eyRQzgQdNyGo,61
2428,Nipsey Hussle,Dedication (feat. Kendrick Lamar),6fIjnWrv46njJHLDAY2JdC,63
2429,Rich Brian,Attention (feat. Offset),16wWFYS9S4hKBk2Ofj3Ss6,65
2430,Floriscope,Floriscope,45HRj3YdVgAOLbkSRiJ4l3,68
2431,Troye Sivan,Seventeen,7iyKbBjb2fmTnTfCjCh7ER,68
2432,6LACK,Been A While,007PPvZtGDYHSEhYPxqIfC,65
2433,NAV,Faith (feat. Quavo),3NelcGZ46JmV9LqOD1pnxA,64
2434,Madison Beer,HeartLess,2pLV5v5rgpMTmVvRcjmm8d,66
2435,Bryant Myers,Noche De Fantasia,3gcAbJ38vIQvT6No64cIcn,75
2436,Sigala,Somebody,6iMoJ3UdrO2ZjzzcaN8Eom,72
2437,Lil Wayne,Perfect Strangers,4E3qImtJzRqLt8ZZyLceOE,62
2438,Nipsey Hussle,Last Time That I Checc'd (feat. YG),39xWBHPM4E9MwzEy5gbM7p,63
2439,Lil Wayne,Demon,1kaxyXcAi5ZHF3Q94QXsHK,62
2440,Quando Rondo,I Remember (feat. Lil Baby),3JZ23tAD3kFjFHtXnzvDKm,62
2441,Denzel Curry,VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1],4d8BSdhx6WT5GtTOWpv4rh,65
2442,Fly Rich Double,Yup on My Tractor,4Ec5TIrwDRCl0iXlvtPHPo,62
2443,chief.,Yesterday,3JdcRs53aBDG20OiPBJO9g,66
2444,Buddy,Trippin' (feat. Khalid),0cMjaVjMi6VPn1mkWPGKka,65
2445,KAYTRANADA,CHANCES,439X8jGytErRiPnaoUJHju,67
2446,YoungBoy Never Broke Again,Traumatized,22DZ17SmXzOfWbsCH4gWvy,61
2447,Mac Miller,Nothing from Nothing - Recorded at Spotify Studios NYC,5YLpIdoLpKPSPCamFAKUCi,64
2448,Chill Children,Ténegro,1zchrk1boRCyXkUcJ22yQZ,66
2449,Kevin Gates,Vouch,37zJ0VBdZO7G7LoSjLX1ES,61
2450,YNW Melly,I AM YOU,4NwKC8ltCTCTcsnFViTZ7z,62
2451,PnB Rock,ABCD (Friend Zone),4i9rpfkivlHZHDE1pRGZMO,63
2452,Dermot Kennedy,"Heartless - Recorded At RAK Studios, London",6S4vdF9ENvX8WN8PvJ6soA,68
2453,El Alfa,Suave (Remix),0alWUvsJHk83HVWCnyCG51,70
2454,Gucci Mane,Just Like It (feat. 21 Savage),4uoMUtCZqzBMpxocrI3EI7,63
2455,Lil Peep,Fingers,3GGkqI7lQTP1D6CtymwnHZ,66
2456,Lil Yachty,she ready,2jey6aQoRNao7Ou9ftOXFC,63
2457,Novo Talos,For the Love of Love,7KWhxUrK9ofPTn3ItWceR5,69
2458,Kane Brown,Short Skirt Weather,4ZssxTP38iVpk6BagWVWtM,62
2459,Phum Viphurit,Lover Boy,2rd4FH1cSaWGc0ZiUaMbX9,68
2460,Jonas Blue,Rise,3KLygy1YWhmrQx0GRs7IOx,72
2461,Moneybagg Yo,Lower Level (feat. Kodak Black),7Kw0NVWCd2BRfWNxTDSc6W,61
2462,Paulo Londra,Chica Paranormal,7zAGi1cps7yYhAajGXlFTH,80
2463,RM,tokyo,4dF0mDPTlpjThf1mJyK83B,67
2464,Julien Baker,Souvenir,1JPRgRUK044O15wgv8uZO1,64
2465,A$AP Rocky,OG Beeper,5TX0mfUkpGlU6j2xa00ERx,64
2466,Lil 2z,Finally,1YM7Y7W1e2nsAV19XhPKV5,60
2467,MINO,FIANCÉ,1bZNFcnyCmlnbs337baR0b,69
2468,Goratie,Holding on to Forever,0CYn7dOi4SC9Eyd7CUpAd2,69
2469,DJ Snake,Magenta Riddim,4BiiDQtijdt0WdtiyIPhnO,74
2470,Pusha T,Santeria,4LKSaRoKNnlpKXTT663BrT,65
2471,Shallou,Find,3a1DVjwshmHW9DR7pJMTaR,60
2472,YoungBoy Never Broke Again,Can't Be Saved,2IcjuFPUZISzX2LLhKZJN0,60
2473,Kevin Gates,Discussion,1N0VXvVxSoMp66StV03Opo,61
2474,Aries,RACECAR,2jHtrZpn4EodGzAtK2WAxb,64
2475,Lil Peep,White Girl,5qCQyPB2MEICEcSC8WVbNx,66
2476,Jessie Reyez,Apple Juice,1PxE9RK6FBEp42F9QwzZyn,64
2477,Migos,White Sand,2KokOIKdw4zZutDil85Ugh,64
2478,CamelPhat,Breathe (feat. Jem Cooke),6TR0FGw4zhlGbQALN065AI,77
2479,Kendrick Lamar,Black Panther,5qN4HFkapdAOV94XPryVof,66
2480,Nicky Jam,Satisfacción,21WvAGxPUNJARcZoSqswd7,67
2481,Clean Bandit,Solo (feat. Demi Lovato),3NuK5xMlSlB6K2Qp16zf3h,72
2482,Leavv,Voyage,42GhletESlrhyhtFkjkf6Q,66
2483,Sabrina Claudio,Don't Let Me Down (feat. Khalid),2cSiyndkQZRPmYOfrk9WlC,64
2484,Alan Ellis,Soothe,1cWLBIyXBOjV3PwzWHzKA6,68
2485,Lady Gaga,Heal Me,5Ctq1DOZUWZqsQZXro2jf7,71
2486,Black Coffee,Drive (feat. Delilah Montagu) - Edit,6X7PK2UQMUU36ux9pynSkV,72
2487,Seth Ennis,Call Your Mama (feat. Little Big Town),5dPc0lDy55q0GCyL66Uudy,61
2488,Dontcry,Echoes,6j7fobMzagIA3dIr8bzY0J,63
2489,Col3trane,Malibu Sleep,0cVquG5bipDxlQ8rLbX52d,64
2490,6 Dogs,Scar,5rnpeh10Rfdw1FEkBWkU7T,63
2491,Loren Gray,Queen,53b4d9jHQZq89EtQxwUURr,68
2492,JID,Skrawberries (feat. BJ The Chicago Kid),076jPFqxYEu1me4zsTBWJ0,63
2493,Lykke Li,sex money feelings die,0g4fzRkbLeCDUCoe5iUOcf,66
2494,Unclenathannn,"No I Don't Want, Just Anyone",23V5SeHanwL6PlqyJ99dH8,64
2495,Russ,Alone,3p0Y1C5jhaqyKW7d9oskXA,63
2496,Shawn Mendes,Why (Remix) [feat. Leon Bridges] - Remix,0FomDJEJ8NUEMYOfZeYjkH,68
2497,The Struts,Body Talks (feat. Kesha),71hhuJLNpxBQLSbbQ6ZWr4,68
2498,El Bebeto,¿Por Qué Dejaste Que Te Amara?,5b2PfEfgVeqByce8eNHZdL,70
2499,JID,Tiiied (feat. 6LACK & Ella Mai),4kswfYbJFf6FPzMElZmtve,63
2500,Goratie,Holding on to Forever,0CYn7dOi4SC9Eyd7CUpAd2,69
2501,DJ Snake,Magenta Riddim,4BiiDQtijdt0WdtiyIPhnO,74
2502,Pusha T,Santeria,4LKSaRoKNnlpKXTT663BrT,65
2503,Shallou,Find,3a1DVjwshmHW9DR7pJMTaR,60
2504,YoungBoy Never Broke Again,Can't Be Saved,2IcjuFPUZISzX2LLhKZJN0,60
2505,Kevin Gates,Discussion,1N0VXvVxSoMp66StV03Opo,61
2506,Aries,RACECAR,2jHtrZpn4EodGzAtK2WAxb,64
2507,Lil Peep,White Girl,5qCQyPB2MEICEcSC8WVbNx,66
2508,Jessie Reyez,Apple Juice,1PxE9RK6FBEp42F9QwzZyn,64
2509,Migos,White Sand,2KokOIKdw4zZutDil85Ugh,64
2510,CamelPhat,Breathe (feat. Jem Cooke),6TR0FGw4zhlGbQALN065AI,77
2511,Kendrick Lamar,Black Panther,5qN4HFkapdAOV94XPryVof,66
2512,Nicky Jam,Satisfacción,21WvAGxPUNJARcZoSqswd7,67
2513,Clean Bandit,Solo (feat. Demi Lovato),3NuK5xMlSlB6K2Qp16zf3h,72
2514,Leavv,Voyage,42GhletESlrhyhtFkjkf6Q,66
2515,Sabrina Claudio,Don't Let Me Down (feat. Khalid),2cSiyndkQZRPmYOfrk9WlC,64
2516,Alan Ellis,Soothe,1cWLBIyXBOjV3PwzWHzKA6,68
2517,Lady Gaga,Heal Me,5Ctq1DOZUWZqsQZXro2jf7,71
2518,Black Coffee,Drive (feat. Delilah Montagu) - Edit,6X7PK2UQMUU36ux9pynSkV,72
2519,Seth Ennis,Call Your Mama (feat. Little Big Town),5dPc0lDy55q0GCyL66Uudy,61
2520,Caamp,So Cool,3GgdEZJy5bxm2ZjC90ibDC,64
2521,Dontcry,Echoes,6j7fobMzagIA3dIr8bzY0J,63
2522,Col3trane,Malibu Sleep,0cVquG5bipDxlQ8rLbX52d,64
2523,6 Dogs,Scar,5rnpeh10Rfdw1FEkBWkU7T,63
2524,Loren Gray,Queen,53b4d9jHQZq89EtQxwUURr,68
2525,Lykke Li,sex money feelings die,0g4fzRkbLeCDUCoe5iUOcf,66
2526,Unclenathannn,"No I Don't Want, Just Anyone",23V5SeHanwL6PlqyJ99dH8,64
2527,Russ,Alone,3p0Y1C5jhaqyKW7d9oskXA,63
2528,Shawn Mendes,Why (Remix) [feat. Leon Bridges] - Remix,0FomDJEJ8NUEMYOfZeYjkH,68
2529,The Struts,Body Talks (feat. Kesha),71hhuJLNpxBQLSbbQ6ZWr4,68
2530,El Bebeto,¿Por Qué Dejaste Que Te Amara?,5b2PfEfgVeqByce8eNHZdL,70
2531,JID,Tiiied (feat. 6LACK & Ella Mai),4kswfYbJFf6FPzMElZmtve,63
2532,I AM THEY,Scars,72B1Omo2kmEst4YKO8vOB6,62
2533,Barnes Blvd.,Joan of Arc.,2DrrxuNOhnpqJXLH36eR1S,65
2534,Mumford & Sons,Picture You,2Ol7kKQl9x3yCD1vA3B4xh,61
2535,Rand Aldo,The Eternal Scene,354QHzzO3mlcUZBiNp6L7w,65
2536,Jessie Reyez,Imported (feat. JRM),1UJIbF3hwnOd1ZMBUEdEKY,64
2537,Smino,L.M.F.,2KmYPKHvwG77NAcDpFlLBm,63
2538,Camila Cabello,In the Dark,1GO9vCm5Cra5uWGSWQ5mGK,67
2539,Lauren Daigle,Everything,2YR7SB90SZhMf9J3HYogKa,63
2540,Queen,Now I'm Here - Live at The Hammersmith Odeon,6UzSmURaa506OfZxFZci1J,61
2541,Bluedoom,4:20 PM,4G2WtXPgkDl0dnwzoBbBSj,64
2542,Denzel Curry,TABOO | TA13OO,4VYmdTVFXDq0LtYMoVswTv,64
2543,Russ,Voicemail,4Oi9e9Ajh72JUhQqI87kGc,65
2544,KYLE,Babies (feat. Alessia Cara),2iTQEWxLtKrIoYr7FIWq6q,64
2545,Sarcastic Sounds,It's OK to Cry,5utrtANUaATItHm4Twgp6Z,66
2546,Lil Mosey,K For Christmas,3hK0tQgnfjXwaCd0oHV0u2,64
2547,Cadet de l'espace,Soul Lotion,3Wybg2sLkq2ZrA364KfQfz,68
2548,Why Don't We,Choose,0bSLDuIIIGla6l9C9DIXqP,65
2549,Lady Gaga,Diggin' My Grave,0eUwuRuPBzxhU9ApFIcDl2,71
2550,Bluedoom,4:20 PM,4G2WtXPgkDl0dnwzoBbBSj,64
2551,Denzel Curry,TABOO | TA13OO,4VYmdTVFXDq0LtYMoVswTv,64
2552,Russ,Voicemail,4Oi9e9Ajh72JUhQqI87kGc,65
2553,KYLE,Babies (feat. Alessia Cara),2iTQEWxLtKrIoYr7FIWq6q,64
2554,Sarcastic Sounds,It's OK to Cry,5utrtANUaATItHm4Twgp6Z,66
2555,Lil Mosey,K For Christmas,3hK0tQgnfjXwaCd0oHV0u2,64
2556,Cadet de l'espace,Soul Lotion,3Wybg2sLkq2ZrA364KfQfz,68
2557,Why Don't We,Choose,0bSLDuIIIGla6l9C9DIXqP,65
2558,Lady Gaga,Diggin' My Grave,0eUwuRuPBzxhU9ApFIcDl2,71
2559,Kali Uchis,Your Teeth In My Neck,54IbnYEdA3ymfxv07WgN3b,64
2560,Barnes Blvd.,Perspective,1yrZp8B0mLT18RuZccaDBJ,65
2561,Jason Mraz,Have It All,1pIMxRddmCGalHnRbLFkWg,67
2562,Earl Sweatshirt,The Mint (feat. Navy Blue),5uLZ3YIQGC0mOk6q3lJ6Ng,63
2563,H.E.R.,Against Me,6PECN7ogaP2XbSmJUt9TvT,63
2564,The Carters,NICE,44lusH2vzc4sRAwsooRhPh,60
2565,Lil Baby,Underdog (Lil Baby & Gunna),2Am26UXisQ91vBLYdqd7Pa,62
2566,Nebu Kiniza,Memories,6AqmB6KKC9U6Pfssk1ZYGJ,63
2567,De La Ghetto,Caliente (feat. J Balvin),7zjxmI7AldHmhWfFozqv3t,64
2568,MGMT,Little Dark Age,2Y0iGXY6m6immVb2ktbseM,66
2569,Tobi Lou,Buff Baby,1F1QmI8TMHir9SUFrooq5F,62
2570,GASHI,Creep On Me (feat. French Montana & DJ Snake) - QUIX Remix,3Qo418FH9pAHApAzOF8hfI,64
2571,21 Savage,a&t,4oP8NxbTOEUaQ3jwddewmu,63
2572,Sigala,We Don't Care,59D6pNWyn8UXPpos5fbAqm,71
2573,Trippie Redd,Gore,4CWgevZ4xGjy6o5qMPgYR0,62
2574,Brett Young,Ticket To L.A.,11Yt0sD0Di5O8g28Yy3BqJ,61
2575,Kevin Gates,Servin H,1uSgMChitkflnriprb8nxD,60
2576,Rand Aldo,Tell Me And I'll Forget,2d0PP0ZSYGhqICCRkntOaD,67
2577,Smino,KLINK,6tdAmfHEd4cXEkNbCMgOP9,62
2578,Logic,The Glorious Five,066QkK1heGoXBUPBbcOhEG,63
2579,YNW Melly,Till The End (feat. Skooly),7bIwWyTMQcfpW2MwRNCfiV,61
2580,Landon Cube,Round n Round,5497yyygT4ijwXH4swmQ86,63
2581,Lewis Capaldi,Rush (feat. Jessie Reyez),7tTRP2vA00uScZ4SjB3ZQZ,73
2582,BTS,Let Go,1OqDvYVDhJyFZny7XlfIyZ,69
2583,Casey Edwards,Devil Trigger,7I8MCiM3A4xvnM6zIiuMZn,68
2584,Craig Campbell,Outskirts of Heaven,6gcNSi6b9gvDBjYO059lrF,61
2585,Melii,See Me,1oOF9znORhFXFwjEZEnt2r,64
2586,Jon Bellion,JT,1eftOUoeMO1JkSQQmS6jXF,62
2587,Carrie Underwood,Cry Pretty,47gqRMoIkFm7Rac86xZVh7,62
2588,Bradley Cooper,Black Eyes,4HUqrGAZ5f0gHRor7z9BFc,71
2589,Rich Brian,Cold,0nKpHGrnuejevp6openGaF,65
2590,Julius Aston,Sea Of Tranquility,5nzGBQeLesWrD0J8Ctz75z,67
2591,Sabrina Carpenter,Paris,359HNzfOXhCMHB1pNKhyfH,68
2592,Jorja Smith,February 3rd,3c5gLGgwRrE7sQYSNHCXEj,68
2593,Trippie Redd,Camp Fire Tale,3prLqweRlHjmdsycz41cRh,62
2594,Koh Lantana,The Healing Process,23puVz6Rhiq8Wax9KxnZtW,68
2595,Kelly Clarkson,Never Enough,4eGfldSRct5z9tQZDp5R5Y,69
2596,Mt. Joy,I'm Your Wreck,7MzKYpIU3wozsFJDOmI8Es,61
2597,Breathe Carolina,Sweet Dreams (feat. Kaleena Zanders),4BKlUinuIllRwKce1DAY0P,69
2598,Bullet For My Valentine,Letting You Go,7rGN3oqzCpG2mLcwoPwDQm,66
2599,j-hope,Airplane,6gALSAMuXm5du6TuKGj6o7,67
2600,j-hope,Airplane,6gALSAMuXm5du6TuKGj6o7,67
2601,LEGADO 7,En La Bola (feat. El De La Guitarra),3T3Tx4hizGBJRvkFF4cwGR,64
2602,Dan + Shay,Stupid Love,24OqdtijU1mbtv1qINaLi7,61
2603,Oscar Cortez,Callejón 58,78ZH2DYY3AVWzC9fnFaSCC,63
2604,Tory Lanez,DucK my Ex (feat. Chris Brown & 2 Chainz),615OfT4BO07EINEcCn7ewH,65
2605,Lady Gaga,Always Remember Us This Way,1koJk8rrMBlhDZ8MNiLzH9,65
2606,Pedro Capó,Calma,6aLJnupvPpT9HLv3xaUhe1,77
2607,Delayde,sekao,4c2TiYoJHIjEPZ5syRZhsY,66
2608,Kiana Ledé,Wicked Games,0TYhf0MgEj4YJaKwo5c4Km,63
2609,Gorillaz,Tranz,7jYUaoOfdcYgUvkK8NnFfx,68
2610,5 Seconds of Summer,Moving Along,4UQajPk0EPvbwWTl0fYi4C,66
2611,BTS,Outro: Tear,5p10VwQ8LRoyTc8LFrvPw6,68
2612,LIVVIA,Damn,3eYWytXuX5jFZpbLVnE4es,64
2613,Ice Nine Kills,The American Nightmare,04K2bMi2vyOBwxr5EjDq5O,64
2614,Tenille Arts,I Hate This,1jwaAQhegslYnVyiMpNaFE,61
2615,Imagine Dragons,Stuck,5Z9SQPYU95S6M1vcbLsDt2,69
2616,DaBaby,4x (feat. Stunna 4 Vegas),7MNafieQviBWZ8lEtSf8nS,60
2617,Mat Kearney,Money,7zb2TzZwpXuBJutFIqS6lA,61
2618,Jesus Honcho,Infatuated,2ZlF11sUKr63VjIvFNmUzQ,61
2619,RÜFÜS DU SOL,Underwater,5ZvHcR4OSwvEV5IhigbTOT,65
2620,Alec Benjamin,Annabelle's Homework,0DYRjWiFJHvLjxRrywtltC,65
2621,Breaking Benjamin,Feed the Wolf,7rOv6HovIJvYHXCg0cVfTk,63
2622,Craig Campbell,Me Missing You,7Iu1U5AFLygCvCHMiRz2dE,61
2623,Manuel Turizo,Una Vez Más,3PKk9pGTfQBINlJrEyrH6c,73
2624,Young the Giant,Simplify,4bsMM8V87y5igGk6urk6b7,62
2625,Tyler Childers,Shake the Frost (Live),19MkwMrRjO7773zpuGss1o,60
2626,Mike Stud,Lost Me,1tLoAxJ8xEir2YQvY3Uzht,63
2627,Tierra Whack,Pretty Ugly,2PsjiKghYKF3k13NOIiFFW,61
2628,Summer Walker,Deep,3LfHBTYZBTqmz43tvVXJBd,63
2629,Future,Oxy (feat. Lil Wayne),0nWMTq3fBceV1uZlhFn6of,62
2630,SHAUN,Way Back Home,3NxuezMdSLgt4OwHzBoUhL,72
2631,Joy Williams,The Trouble with Wanting,0a1Jael2mnrkLTyPetixjh,65
2632,Why Don't We,Friends,0GmfYAOe7Y3vIv4lKdaeOA,65
2633,Regulo Caro,El Lujo De Tenerte,0bIBXi8kSiEkJhlCgg286I,67
2634,Brothers Osborne,Shoot Me Straight - Radio Edit,0ya80Qhw7hgeJp2L6zvxcj,62
2635,The Lumineers,Visions of China,5yWCq9N7kIy6DpqXnGilSG,61
2636,Thirty Seconds To Mars,Love Is Madness (feat. Halsey),04CyO54TZk5tEylFg2Df41,65
2637,Chelsea Cutler,The Reason,3TgPhPv7z0D4pQhH8iKmDW,63
2638,Mumford & Sons,October Skies,3JD5xfa8pgJi0AzdRCRETW,61
2639,Echo Ark,Floral Hymn,2gCd69plASs1CIhfArHlPQ,67
2640,J Balvin,Peligrosa,3Nkqp3NSGWMXVVO08zGpN7,73
2641,Elevation Worship,Won't Stop Now,6LKjIAHCnZjaB4BfEIFHrW,63
2642,Loud Luxury,Body,2QOSMLaEJkkeezSMZ75yB8,65
2643,Lil Pump,Designer,1LXbv9jiTtdBdHadZ317Gt,66
2644,MOMOLAND,BAAM,4Is1b37KJY9XVCgzp81FBW,72
2645,Vince Staples,Feels Like Summer,5zEeiQbazUWskpZNhnh6i2,63
2646,Tyga,Leather in The Rain (feat. Kyndall),5lJAZ8IMBzfeWcV3PjCMMO,69
2647,Logic,Wizard Of Oz,2ycWek3FNNVHBhz2TcnOzZ,63
2648,boy pablo,Sick Feeling,7zxLkZbUxITHabPzGN8Xgc,66
2649,G Herbo,Swervo,595vflBj4bSo5gjAYW17ob,60
2650,Tierra Whack,Pretty Ugly,2PsjiKghYKF3k13NOIiFFW,61
2651,Summer Walker,Deep,3LfHBTYZBTqmz43tvVXJBd,63
2652,Future,Oxy (feat. Lil Wayne),0nWMTq3fBceV1uZlhFn6of,62
2653,SHAUN,Way Back Home,3NxuezMdSLgt4OwHzBoUhL,72
2654,Joy Williams,The Trouble with Wanting,0a1Jael2mnrkLTyPetixjh,65
2655,Why Don't We,Friends,0GmfYAOe7Y3vIv4lKdaeOA,65
2656,Regulo Caro,El Lujo De Tenerte,0bIBXi8kSiEkJhlCgg286I,67
2657,Brothers Osborne,Shoot Me Straight - Radio Edit,0ya80Qhw7hgeJp2L6zvxcj,62
2658,The Lumineers,Visions of China,5yWCq9N7kIy6DpqXnGilSG,61
2659,Thirty Seconds To Mars,Love Is Madness (feat. Halsey),04CyO54TZk5tEylFg2Df41,65
2660,Chelsea Cutler,The Reason,3TgPhPv7z0D4pQhH8iKmDW,63
2661,Mumford & Sons,October Skies,3JD5xfa8pgJi0AzdRCRETW,61
2662,Echo Ark,Floral Hymn,2gCd69plASs1CIhfArHlPQ,67
2663,J Balvin,Peligrosa,3Nkqp3NSGWMXVVO08zGpN7,73
2664,Elevation Worship,Won't Stop Now,6LKjIAHCnZjaB4BfEIFHrW,63
2665,Loud Luxury,Body,2QOSMLaEJkkeezSMZ75yB8,65
2666,Lil Pump,Designer,1LXbv9jiTtdBdHadZ317Gt,66
2667,MOMOLAND,BAAM,4Is1b37KJY9XVCgzp81FBW,72
2668,Vince Staples,Feels Like Summer,5zEeiQbazUWskpZNhnh6i2,63
2669,Tyga,Leather in The Rain (feat. Kyndall),5lJAZ8IMBzfeWcV3PjCMMO,69
2670,Logic,Wizard Of Oz,2ycWek3FNNVHBhz2TcnOzZ,63
2671,boy pablo,Sick Feeling,7zxLkZbUxITHabPzGN8Xgc,66
2672,G Herbo,Swervo,595vflBj4bSo5gjAYW17ob,60
2673,Liam Payne,For You (Fifty Shades Freed),1YQPmgqj0dhqOcrkfuHHKj,75
2674,JID,Just Da Other Day,2fU2TSb3bghWYkPFuqgSkr,62
2675,Future,Different (feat. Yung Bans),3thLnNvO9IctWoccbsZyJV,62
2676,Astron,In the Clouds,2AvDzQfRf5Bx8PX0qRWLRc,65
2677,YoungBoy Never Broke Again,2 Hands (feat. Kevin Gates),0ehgF83DN5ToGd9KOOaUyZ,60
2678,Plan B,Zum Zum - Remix,2y4XLIaQOPbBJQEr4r9L2Y,73
2679,2 Chainz,PROUD,365wwIjijQdlRJEjUWTidq,62
2680,Los De La Noria,A Las Cuántas Decepciones,3MchT9tQcPTzZWmd1MXgLS,67
2681,Trap Capos,De las 2 (feat. Bad Bunny & Arcángel),4DS7HoqrKq1dDjeYOKBlu9,68
2682,Nonpoint,Chaos And Earthquakes,2imkodSyg1hOZwZuE2fJdU,65
2683,Sebastian Yatra,Vuelve,6WSAPEkvEfcEUgSTAo1D3S,79
2684,Hanz,Crossroads,66z8EZXSd2VKGHlHX9DZSx,65
2685,H.E.R.,Fate,532vPzkjAV7fwEgjypZMKW,63
2686,Imagine Dragons,Only,1uRBbjQ3uNFXCncWyNomHf,70
2687,Surfaces,Heaven Falls / Fall on Me,7yHqOZfsXYlicyoMt62yC6,61
2688,Cavetown,Green,6FCtVFA2m7j60qnlN1Sxko,64
2689,Monma,Sneakers,5JuVNeCjIl3DJbnVf1oeGo,65
2690,Yungeen Ace,2X Screamin,1I85kPvbpzP4aKPrvRc4t5,61
2691,Morgan Wallen,Little Rain,51T2SPBH4YjbrFJE94NJT6,61
2692,21 Savage,pad lock,5j8sYRvWdZM8TgVJXYad1B,63
2693,SHY Martin,Lose You Too,5JkUNbYSn06ghlmu0NRUMf,69
2694,Ayo & Teo,Ay3,61M5HmwouImIew3RNbsPyz,63
2695,Sam Smith,Pray,3n3b5WNEohHP7Ou4ndBo6b,66
2696,Paris,ANGEL,6sGoExCdojOPgp67P1jqri,63
2697,88GLAM,Purple Baguettes,6Vzs6iGlyb4JTnVX5NAoFk,63
2698,Rand Aldo,Between Moments,7IeAd6rhMU9zMG0wccZbwb,68
